measurement_id,target_uri,target_name,target_type,target_category,variable_uri,variable_name,variable_unit,value,date,confidence,measurement_method,operator,treatment,block,replicate,notes
DEMO_018897,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0621,Block2-Cold-Rep05-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,44.0,2025-07-14 05:44:41,0.893,Semi-automated,researcher_03,Cold,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018898,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-drought-rep01,Block6-Drought-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,382.21,2025-07-14 00:55:51,0.895,Remote sensing,researcher_02,Drought,6,1,Demo measurement day 75 - Fresh Biomass
DEMO_018899,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0873,Block3-Low-N-Rep05-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-07-13 20:18:43,0.959,Remote sensing,researcher_01,Low-N,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018900,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0805,Block3-High-N-Rep01-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.27,2025-07-13 21:32:27,0.968,Automated,sensor_system,High-N,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018901,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0757,Block3-Drought-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.6,2025-07-14 00:11:42,0.936,Semi-automated,researcher_02,Drought,N/A,N/A,Demo measurement day 75 - Leaf Area Index
DEMO_018902,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0389,Block2-Control-Rep08-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,30.0,2025-07-14 02:43:48,0.886,Remote sensing,researcher_01,Control,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018903,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0064,Block1-Drought-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-07-14 00:14:44,0.912,Remote sensing,researcher_03,Drought,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018904,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0778,Block3-Drought-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,15.3,2025-07-14 02:53:44,0.904,Manual,researcher_01,Drought,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018905,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-high-n-rep05,Block4-High-N-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.61,2025-07-13 16:15:10,0.934,Automated,researcher_01,High-N,4,5,Demo measurement day 75 - Stomatal Conductance
DEMO_018906,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0909,Block3-Heat-Rep02-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,347.59,2025-07-14 01:11:03,0.987,Automated,researcher_01,Heat,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018907,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0934,Block3-Heat-Rep07-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-07-13 20:03:55,0.925,Remote sensing,researcher_03,Heat,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018908,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-drought-rep05,Block3-Drought-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,2.15,2025-07-14 01:53:47,0.945,Manual,researcher_03,Drought,3,5,Demo measurement day 75 - Wind Speed
DEMO_018909,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0940,Block3-Heat-Rep08-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,382.48,2025-07-13 19:44:28,0.888,Semi-automated,researcher_02,Heat,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018910,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0338,Block1-Salt-Rep08-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,13.4,2025-07-14 06:15:14,0.958,Automated,researcher_02,Salt,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018911,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0972,Block3-Cold-Rep05-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,0.83,2025-07-14 00:45:09,0.906,Manual,sensor_system,Cold,N/A,N/A,Demo measurement day 75 - Leaf Area Index
DEMO_018912,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0025,Block1-Control-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,7.5,2025-07-13 16:22:10,0.918,Semi-automated,researcher_01,Control,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018913,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0658,Block2-Salt-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,2.9,2025-07-14 00:10:12,0.914,Remote sensing,researcher_01,Salt,N/A,N/A,Demo measurement day 75 - Leaf Area Index
DEMO_018914,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0410,Block2-Drought-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,57.0,2025-07-14 04:19:20,0.97,Automated,sensor_system,Drought,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018915,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-cold-rep04,Block5-Cold-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,62.1,2025-07-13 18:37:36,0.936,Automated,researcher_03,Cold,5,4,Demo measurement day 75 - Relative Humidity
DEMO_018916,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0907,Block3-Heat-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,51.01,2025-07-14 06:15:21,0.929,Remote sensing,researcher_01,Heat,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018917,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-drought-rep09,Block1-Drought-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,438.98,2025-07-14 01:15:05,0.957,Remote sensing,researcher_03,Drought,1,9,Demo measurement day 75 - Fresh Biomass
DEMO_018918,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0935,Block3-Heat-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,750.0,2025-07-13 16:54:05,0.919,Manual,sensor_system,Heat,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018919,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0406,Block2-Drought-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,57.0,2025-07-13 18:49:17,0.926,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018920,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0774,Block3-Drought-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,41.06,2025-07-14 00:03:24,0.947,Remote sensing,sensor_system,Drought,N/A,N/A,Demo measurement day 75 - Dry Biomass
DEMO_018921,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0344,Block1-Salt-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,350.67,2025-07-13 16:15:36,0.939,Remote sensing,researcher_01,Salt,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018922,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0601,Block2-Cold-Rep01-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,750.0,2025-07-14 03:13:01,0.926,Automated,sensor_system,Cold,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018923,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-control-rep05,Block3-Control-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,59.6,2025-07-13 16:18:00,0.957,Semi-automated,field_team,Control,3,5,Demo measurement day 75 - Fresh Biomass
DEMO_018924,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0881,Block3-Low-N-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,30.0,2025-07-13 23:17:46,0.911,Semi-automated,researcher_03,Low-N,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018925,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0704,Block3-Control-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,20.7,2025-07-13 17:50:23,0.913,Semi-automated,researcher_03,Control,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018926,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-control-rep05,Block4-Control-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,902.36,2025-07-13 18:54:42,0.935,Manual,field_team,Control,4,5,Demo measurement day 75 - Light Intensity
DEMO_018927,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-control-rep05,Block1-Control-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,92.9,2025-07-14 01:25:05,0.916,Semi-automated,researcher_03,Control,1,5,Demo measurement day 75 - Relative Humidity
DEMO_018928,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0033,Block1-Control-Rep07-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.22,2025-07-13 17:29:25,0.905,Remote sensing,researcher_03,Control,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018929,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-high-n-rep04,Block7-High-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,1.98,2025-07-13 23:40:09,0.907,Semi-automated,researcher_03,High-N,7,4,Demo measurement day 75 - Wind Speed
DEMO_018930,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-salt-rep10,Block5-Salt-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#co2_concentration,CO2 Concentration,ppm,1138.57,2025-07-13 19:30:28,0.899,Remote sensing,researcher_02,Salt,5,10,Demo measurement day 75 - CO2 Concentration
DEMO_018931,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-control-rep10,Block1-Control-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.03,2025-07-13 21:14:23,0.924,Automated,researcher_03,Control,1,10,Demo measurement day 75 - Water Use Efficiency
DEMO_018932,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep09,Block1-Low-N-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,69.4,2025-07-13 21:03:07,0.905,Manual,field_team,Low-N,1,9,Demo measurement day 75 - Soil Moisture
DEMO_018933,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0380,Block2-Control-Rep06-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.74,2025-07-14 06:03:50,0.956,Automated,researcher_01,Control,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018934,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0312,Block1-Salt-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,26.1,2025-07-13 21:45:33,0.92,Semi-automated,researcher_02,Salt,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018935,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0879,Block3-Low-N-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,24.3,2025-07-14 06:13:11,0.937,Manual,researcher_03,Low-N,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018936,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0984,Block3-Cold-Rep07-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,750.0,2025-07-13 21:57:24,0.958,Semi-automated,researcher_02,Cold,N/A,N/A,Demo measurement day 75 - Fresh Biomass
DEMO_018937,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-low-n-rep08,Block3-Low-N-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,659.37,2025-07-14 00:27:43,0.919,Semi-automated,researcher_01,Low-N,3,8,Demo measurement day 75 - Fresh Biomass
DEMO_018938,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0490,Block2-High-N-Rep08-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-07-13 19:51:13,0.947,Automated,researcher_02,High-N,N/A,N/A,Demo measurement day 75 - Plant Height
DEMO_018939,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0146,Block1-High-N-Rep10-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,36.0,2025-07-14 01:02:18,0.965,Semi-automated,field_team,High-N,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018940,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0352,Block2-Control-Rep01-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.71,2025-07-13 23:10:54,0.882,Manual,researcher_01,Control,N/A,N/A,Demo measurement day 75 - Water Use Efficiency
DEMO_018941,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0253,Block1-Cold-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-07-14 00:04:04,0.892,Semi-automated,researcher_01,Cold,N/A,N/A,Demo measurement day 75 - Plant Height
DEMO_018942,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0004,Block1-Control-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-07-13 19:42:33,0.929,Remote sensing,sensor_system,Control,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018943,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0218,Block1-Heat-Rep04-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,28.2,2025-07-14 00:43:49,0.886,Remote sensing,sensor_system,Heat,N/A,N/A,Demo measurement day 75 - Stem Diameter
DEMO_018944,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-drought-rep04,Block6-Drought-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,11.4,2025-07-13 21:42:28,0.945,Semi-automated,sensor_system,Drought,6,4,Demo measurement day 75 - Stem Diameter
DEMO_018945,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0042,Block1-Control-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,124.71,2025-07-13 19:55:35,0.897,Semi-automated,field_team,Control,N/A,N/A,Demo measurement day 75 - Dry Biomass
DEMO_018946,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0731,Block3-Control-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.95,2025-07-13 22:16:44,0.944,Automated,sensor_system,Control,N/A,N/A,Demo measurement day 75 - Water Use Efficiency
DEMO_018947,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-low-n-rep04,Block4-Low-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.78,2025-07-14 04:24:28,0.921,Automated,researcher_01,Low-N,4,4,Demo measurement day 75 - Stomatal Conductance
DEMO_018948,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-drought-rep10,Block3-Drought-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,74.0,2025-07-13 19:16:30,0.949,Semi-automated,field_team,Drought,3,10,Demo measurement day 75 - Relative Humidity
DEMO_018949,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0362,Block2-Control-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,121.1,2025-07-13 20:13:57,0.975,Automated,field_team,Control,N/A,N/A,Demo measurement day 75 - Plant Height
DEMO_018950,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-control-rep04,Block1-Control-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,54.9,2025-07-14 02:51:02,0.924,Semi-automated,researcher_02,Control,1,4,Demo measurement day 75 - Relative Humidity
DEMO_018951,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-cold-rep01,Block3-Cold-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,8.0,2025-07-13 17:16:20,0.907,Semi-automated,researcher_02,Cold,3,1,Demo measurement day 75 - Soil pH
DEMO_018952,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0090,Block1-Drought-Rep08-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,7.85,2025-07-14 03:45:21,0.889,Semi-automated,field_team,Drought,N/A,N/A,Demo measurement day 75 - Water Use Efficiency
DEMO_018953,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-drought-rep03,Block1-Drought-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,89.96,2025-07-14 00:45:01,0.95,Semi-automated,field_team,Drought,1,3,Demo measurement day 75 - Dry Biomass
DEMO_018954,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0067,Block1-Drought-Rep04-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,24.33,2025-07-13 22:36:10,0.939,Remote sensing,sensor_system,Drought,N/A,N/A,Demo measurement day 75 - Dry Biomass
DEMO_018955,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0871,Block3-Low-N-Rep05-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,31.9,2025-07-13 17:25:09,0.876,Manual,researcher_03,Low-N,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018956,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0611,Block2-Cold-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,23.0,2025-07-13 22:27:52,0.921,Remote sensing,researcher_02,Cold,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018957,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0683,Block2-Salt-Rep07-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-07-13 17:59:08,0.909,Remote sensing,sensor_system,Salt,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018958,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0120,Block1-High-N-Rep04-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.46,2025-07-14 05:17:36,0.935,Semi-automated,researcher_01,High-N,N/A,N/A,Demo measurement day 75 - Stomatal Conductance
DEMO_018959,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-drought-rep07,Block2-Drought-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,10.0,2025-07-13 22:31:33,0.896,Remote sensing,researcher_02,Drought,2,7,Demo measurement day 75 - Root Length
DEMO_018960,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0879,Block3-Low-N-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,38.48,2025-07-14 06:14:17,0.93,Automated,field_team,Low-N,N/A,N/A,Demo measurement day 75 - Dry Biomass
DEMO_018962,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0429,Block2-Drought-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,38.6,2025-07-13 23:45:25,0.918,Manual,researcher_02,Drought,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018963,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0434,Block2-Drought-Rep07-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,21.3,2025-07-13 20:58:26,0.986,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 75 - Root Length
DEMO_018964,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0510,Block2-Low-N-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.44,2025-07-14 03:21:32,0.938,Automated,field_team,Low-N,N/A,N/A,Demo measurement day 75 - Leaf Area Index
DEMO_018965,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0054,Block1-Drought-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,62.0,2025-07-13 20:31:02,0.856,Manual,researcher_01,Drought,N/A,N/A,Demo measurement day 75 - Leaf Count
DEMO_018966,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-heat-rep06,Block1-Heat-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,10.6,2025-07-14 00:09:13,0.939,Automated,field_team,Heat,1,6,Demo measurement day 75 - Stem Diameter
DEMO_018967,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0003,Block1-Control-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,39.0,2025-07-14 04:31:17,0.934,Automated,field_team,Control,N/A,N/A,Demo measurement day 75 - Leaf Count
